NoGroupe6|NoCours|NomCours|NumeroLocal|idLocal|TypeDeLocal|DateDebut|HeureDebut|DateFin|HeureFin|NoJour|
000281|201EED05|Compléments de mathématiques|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-10-10|10:00:00|2016-10-16|12:00:00|3|
000281|201EED05|Compléments de mathématiques|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-10-17|10:00:00|2016-10-23|12:00:00|3|
000210|202NYA05|Chimie générale : la matière|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-08-22|10:00:00|2016-12-19|12:00:00|4|
000006|300300RE|Initiation pratique à la méthodologie des sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-08-22|14:00:00|2016-12-19|16:00:00|2|
000010|340101MQ|Philosophie et rationalité|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-08-22|16:00:00|2016-12-19|18:00:00|3|
000001|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-08-22|14:00:00|2016-08-28|16:00:00|1|
000001|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-10-24|14:00:00|2016-10-30|16:00:00|1|
000001|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-11-14|14:00:00|2016-11-20|16:00:00|1|
000001|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-11-21|14:00:00|2016-11-27|16:00:00|1|
000001|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-11-28|14:00:00|2016-12-04|16:00:00|1|
000001|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-12-12|14:00:00|2016-12-18|16:00:00|1|
000001|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-12-19|14:00:00|2016-12-25|16:00:00|1|
000001|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-08-29|14:00:00|2016-09-04|16:00:00|1|
000001|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-09-05|14:00:00|2016-09-11|16:00:00|1|
000001|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-09-26|14:00:00|2016-10-02|16:00:00|1|
000001|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-10-03|14:00:00|2016-10-09|16:00:00|1|
000001|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-10-10|14:00:00|2016-10-16|16:00:00|1|
000001|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-10-17|14:00:00|2016-10-23|16:00:00|1|
000215|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-10-17|12:00:00|2016-10-23|14:00:00|3|
000215|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-10-24|12:00:00|2016-10-30|14:00:00|3|
000215|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-10-31|12:00:00|2016-11-06|14:00:00|3|
000215|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-11-07|12:00:00|2016-11-13|14:00:00|3|
000215|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-11-28|12:00:00|2016-12-04|14:00:00|3|
000215|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-12-12|12:00:00|2016-12-18|14:00:00|3|
000215|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-08-22|10:00:00|2016-08-28|12:00:00|5|
000215|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-08-22|12:00:00|2016-08-28|14:00:00|3|
000215|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-08-29|10:00:00|2016-09-04|12:00:00|5|
000215|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-09-05|10:00:00|2016-09-11|12:00:00|5|
000215|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-09-19|10:00:00|2016-09-25|12:00:00|5|
000215|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-09-26|10:00:00|2016-10-02|12:00:00|5|
000215|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-10-17|10:00:00|2016-10-23|12:00:00|5|
000215|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-10-24|10:00:00|2016-10-30|12:00:00|5|
000215|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-10-31|10:00:00|2016-11-06|12:00:00|5|
000215|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-08-29|12:00:00|2016-09-04|14:00:00|3|
000215|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-11-07|10:00:00|2016-11-13|12:00:00|5|
000215|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-11-14|10:00:00|2016-11-20|12:00:00|5|
000215|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-11-21|10:00:00|2016-11-27|12:00:00|5|
000215|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-11-28|10:00:00|2016-12-04|12:00:00|5|
000215|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-12-05|10:00:00|2016-12-11|12:00:00|5|
000215|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-12-12|10:00:00|2016-12-18|12:00:00|5|
000215|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-09-05|12:00:00|2016-09-11|14:00:00|3|
000215|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-09-12|12:00:00|2016-09-18|14:00:00|3|
000215|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-09-19|12:00:00|2016-09-25|14:00:00|3|
000215|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-09-26|12:00:00|2016-10-02|14:00:00|3|
000215|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-10-03|12:00:00|2016-10-09|14:00:00|3|
000215|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-10-10|12:00:00|2016-10-16|14:00:00|3|
000216|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-08-22|12:00:00|2016-08-28|14:00:00|1|
000216|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-10-24|12:00:00|2016-10-30|14:00:00|1|
000216|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-10-31|12:00:00|2016-11-06|14:00:00|1|
000216|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-11-07|12:00:00|2016-11-13|14:00:00|1|
000216|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-11-14|12:00:00|2016-11-20|14:00:00|1|
000216|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-11-21|12:00:00|2016-11-27|14:00:00|1|
000216|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-12-12|12:00:00|2016-12-18|14:00:00|1|
000216|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-12-19|12:00:00|2016-12-25|14:00:00|1|
000216|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-08-29|12:00:00|2016-09-04|14:00:00|1|
000216|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-09-05|12:00:00|2016-09-11|14:00:00|1|
000216|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-09-12|12:00:00|2016-09-18|14:00:00|1|
000216|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-09-19|12:00:00|2016-09-25|14:00:00|1|
000216|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-09-26|12:00:00|2016-10-02|14:00:00|1|
000216|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-10-03|12:00:00|2016-10-09|14:00:00|1|
000216|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-10-10|12:00:00|2016-10-16|14:00:00|1|
000216|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-10-17|12:00:00|2016-10-23|14:00:00|1|
000221|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-08-22|14:00:00|2016-08-28|16:00:00|5|
000221|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-10-24|14:00:00|2016-10-30|16:00:00|5|
000221|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-10-31|14:00:00|2016-11-06|16:00:00|5|
000221|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-11-07|14:00:00|2016-11-13|16:00:00|5|
000221|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-11-14|14:00:00|2016-11-20|16:00:00|5|
000221|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-11-21|14:00:00|2016-11-27|16:00:00|5|
000221|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-11-28|14:00:00|2016-12-04|16:00:00|5|
000221|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-12-05|14:00:00|2016-12-11|16:00:00|5|
000221|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-12-12|14:00:00|2016-12-18|16:00:00|5|
000221|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-08-29|14:00:00|2016-09-04|16:00:00|5|
000221|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-09-05|14:00:00|2016-09-11|16:00:00|5|
000221|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-09-12|14:00:00|2016-09-18|16:00:00|5|
000221|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-09-19|14:00:00|2016-09-25|16:00:00|5|
000221|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-09-26|14:00:00|2016-10-02|16:00:00|5|
000221|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-10-03|14:00:00|2016-10-09|16:00:00|5|
000221|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-10-10|14:00:00|2016-10-16|16:00:00|5|
000221|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-10-17|14:00:00|2016-10-23|16:00:00|5|
000250|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-08-22|14:00:00|2016-08-28|16:00:00|3|
000250|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-10-24|14:00:00|2016-10-30|16:00:00|3|
000250|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-11-07|14:00:00|2016-11-13|16:00:00|3|
000250|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-11-14|14:00:00|2016-11-20|16:00:00|3|
000250|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-11-21|14:00:00|2016-11-27|16:00:00|3|
000250|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-12-05|14:00:00|2016-12-11|16:00:00|3|
000250|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-12-12|14:00:00|2016-12-18|16:00:00|3|
000250|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-08-22|10:00:00|2016-08-28|12:00:00|1|
000250|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-08-29|10:00:00|2016-09-04|12:00:00|1|
000250|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-08-29|14:00:00|2016-09-04|16:00:00|3|
000250|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-09-05|10:00:00|2016-09-11|12:00:00|1|
000250|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-09-12|10:00:00|2016-09-18|12:00:00|1|
000250|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-09-26|10:00:00|2016-10-02|12:00:00|1|
000250|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-10-03|10:00:00|2016-10-09|12:00:00|1|
000250|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-10-10|10:00:00|2016-10-16|12:00:00|1|
000250|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-10-17|10:00:00|2016-10-23|12:00:00|1|
000250|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-10-24|10:00:00|2016-10-30|12:00:00|1|
000250|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-11-07|10:00:00|2016-11-13|12:00:00|1|
000250|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-09-05|14:00:00|2016-09-11|16:00:00|3|
000250|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-11-14|10:00:00|2016-11-20|12:00:00|1|
000250|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-11-21|10:00:00|2016-11-27|12:00:00|1|
000250|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-11-28|10:00:00|2016-12-04|12:00:00|1|
000250|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-12-05|10:00:00|2016-12-11|12:00:00|1|
000250|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-12-12|10:00:00|2016-12-18|12:00:00|1|
000250|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-12-19|10:00:00|2016-12-25|12:00:00|1|
000250|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-09-19|14:00:00|2016-09-25|16:00:00|3|
000250|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-09-26|14:00:00|2016-10-02|16:00:00|3|
000250|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-10-03|14:00:00|2016-10-09|16:00:00|3|
000250|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-10-10|14:00:00|2016-10-16|16:00:00|3|
000250|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-10-17|14:00:00|2016-10-23|16:00:00|3|
000251|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-08-22|08:00:00|2016-08-28|10:00:00|2|
000251|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-08-29|08:00:00|2016-09-04|10:00:00|2|
000251|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-09-05|08:00:00|2016-09-11|10:00:00|2|
000251|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-09-19|08:00:00|2016-09-25|10:00:00|2|
000251|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-09-26|08:00:00|2016-10-02|10:00:00|2|
000251|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-10-03|08:00:00|2016-10-09|10:00:00|2|
000251|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-10-10|08:00:00|2016-10-16|10:00:00|2|
000251|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-10-17|08:00:00|2016-10-23|10:00:00|2|
000251|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-10-24|08:00:00|2016-10-30|10:00:00|2|
000251|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-11-07|08:00:00|2016-11-13|10:00:00|2|
000251|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-11-14|08:00:00|2016-11-20|10:00:00|2|
000251|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-11-21|08:00:00|2016-11-27|10:00:00|2|
000251|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-11-28|08:00:00|2016-12-04|10:00:00|2|
000251|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-12-05|08:00:00|2016-12-11|10:00:00|2|
000251|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-12-12|08:00:00|2016-12-18|10:00:00|2|
000272|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-08-22|08:00:00|2016-08-28|10:00:00|4|
000272|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-10-24|08:00:00|2016-10-30|10:00:00|4|
000272|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-10-31|08:00:00|2016-11-06|10:00:00|4|
000272|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-11-07|08:00:00|2016-11-13|10:00:00|4|
000272|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-11-14|08:00:00|2016-11-20|10:00:00|4|
000272|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-11-21|08:00:00|2016-11-27|10:00:00|4|
000272|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-11-28|08:00:00|2016-12-04|10:00:00|4|
000272|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-12-05|08:00:00|2016-12-11|10:00:00|4|
000272|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-12-12|08:00:00|2016-12-18|10:00:00|4|
000272|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-08-29|08:00:00|2016-09-04|10:00:00|4|
000272|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-09-05|08:00:00|2016-09-11|10:00:00|4|
000272|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-09-19|08:00:00|2016-09-25|10:00:00|4|
000272|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-09-26|08:00:00|2016-10-02|10:00:00|4|
000272|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-10-10|08:00:00|2016-10-16|10:00:00|4|
000272|360300RE|Méthodes quantitatives en sciences humaines|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-10-17|08:00:00|2016-10-23|10:00:00|4|
000011|601101MQ|Écriture et littérature|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-08-22|08:00:00|2016-12-19|10:00:00|3|
000017|601101MQ|Écriture et littérature|A6653|MULTIMEDIA - Maths|Classe de multimédia|2016-08-22|08:00:00|2016-12-19|10:00:00|1|
